TIC_ID,label,period,depth_ppm,duration_hr,sectors,n_sectors,mission
6880531,0,69.62754202,,11.07,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6863839,0,1.926353494,185.1,2.5305,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7296086,0,0.890737359,195.8,1.9257,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11599038,1,7.01733571,255.5,3.567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
11193263,1,6.91134223,201.7,5.6743,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11027624,1,394.6249514,2013.3,24.108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11032227,1,7.19304935,255.3,3.407,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8751933,1,86.64764448,7311.6,4.2326,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8630788,1,36.33750453,2828.4,7.06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8823426,0,1.506507172,880.9,4.5346,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
4070376,0,1.634614356,19761.5,3.4422,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4078157,0,16.025018977,29090.0,3.8828,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
4164994,1,10.50682978,13355.5,3.7769,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
4480676,0,0.711966971,6227.5,2.0221,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4079535,0,17.72724392,16878.0,4.1073,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
6766634,1,321.2124365,2358.6,4.012,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6774826,0,7.13895376,254.2,4.568,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5652237,0,4.4645454,194.3,2.8823,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7211469,1,11.29689442,198.5,4.623,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7375795,0,19.30112039,232.3,6.0752,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7255336,0,1.20320092,2807.1,1.9197,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7831264,1,5.968724048,510.6,3.651,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7802136,0,10.980246199,50078.0,3.74464,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7532973,1,2.144632238,19836.9,6.2701,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9632895,0,27.32204488,77474.5,5.6716,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7449844,0,1.152216965,12072.0,2.2245,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8766222,0,5.2972293,1210.5,3.799,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
8678594,1,133.460999,5032.9,11.4997,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8703884,0,14.17098745,3070.8,3.4804,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8560840,0,31.9734169,1414.4,13.262,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4076098,1,3.990105908,6154.9,2.4108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
4551328,0,0.52205862,1381.3,2.0847,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4282872,1,10.035381809,2829.7,3.4062,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4639868,0,53.100942624,19981.1,2.2868,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10555375,0,5.80181368,269.6,4.119,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4372768,0,15.6402515,800.3,6.222,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
7211221,1,5.62154315,172.3,2.4143,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7025526,0,1.074106954,64.5,1.9797,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9451127,0,5.117401517,62929.0,4.3056,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9446824,0,4.20233673,45982.0,3.6973,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11356260,1,8.50698069,295.5,2.938,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11044770,0,15.60865244,311.4,6.26,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11600889,1,0.669310092,131.8,1.6274,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11197126,0,4.494498254,248.2,1.9742,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11043167,1,44.9306706,438.4,6.539,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",15,Kepler
8612847,1,14.13175309,1033.0,4.0136,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8552583,0,1.061934816,437.2,3.2551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8547140,1,11.41926141,915.6,3.9908,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8519253,0,5.93821065,522.5,2.5128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8757910,0,0.655001616,271.2,1.8136,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4072526,1,33.1996355,1112.5,5.022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4150539,0,8.65306587,1048.1,4.486,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4455231,1,19.30581662,709.1,4.2902,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8953257,0,3.221785738,46379.0,3.3411,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8971432,0,0.6243875,36854.7,1.92102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9278553,0,18.610092584,50833.5,4.98308,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9527915,1,13.22175358,876.5,2.7884,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9143254,0,1.137525054,18006.1,2.68228,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8949247,0,23.799939273,60186.4,5.02319,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11336883,1,7.16893064,112.8,4.6766,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
12506351,0,1.22775877,46148.0,2.7545,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7622486,0,40.24649897,159414.0,6.0203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9705459,0,2.48658617,42122.0,2.7189,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8564587,1,5.729317577,865.4,1.1816,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8552498,0,0.530967162,244.9,3.3659,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8806072,1,40.05881661,1239.4,5.595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4285107,0,2.243016513,299.6,2.721,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4150624,0,8.6531216,654.8,4.39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8972058,1,8.99088621,469.7,4.2447,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9346253,0,34.064566412,28450.4,9.6114,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9002237,0,4.350087749,23593.0,2.6428,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9288786,0,1.744101106,9681.4,1.5497,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8958035,0,7.981187121,7609.5,1.8071,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9040849,0,4.118775582,2647.7,3.76,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
7842610,0,0.971933156,4786.0,1.9265,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7830637,0,121.5991278,10537.0,15.1596,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7832356,1,7.886632468,6331.2,5.2147,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9643874,1,8.027681123,8725.4,3.0942,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8800954,1,704.962626,2319.1,18.003,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8583696,1,50.28635977,1119.3,6.3212,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8804283,1,22.79020351,617.9,5.0394,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8552565,0,1.061932545,133.6,2.1429,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4155328,1,127.8334997,1829.9,10.914,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4077526,1,10.21864532,445.3,3.802,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
8937021,0,5.663621501,1225.0,1.2968,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8935810,1,6.230335,1449.2,1.6493,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
2441495,1,12.49340725,715.7,2.2614,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9455556,1,6.62643441,814.6,3.1752,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
3732821,1,13.73474071,746.4,2.769,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3962357,1,14.55387488,319.7,6.973,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
9110357,0,0.895277575,534.5,2.711,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8609450,1,24.8056775,624.4,6.148,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4243911,1,1.922799706,259.7,1.8604,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4466677,1,3.222975318,232.7,2.9247,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4135665,1,4.16811839,263.0,2.8084,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9269281,1,5.82348911,888.7,2.2441,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
9157908,0,9.41475056,483.4,4.736,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9030447,0,0.56669006,104.6,2.1674,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9034103,1,7.13969705,512.9,3.981,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9214942,1,18.75470238,995.3,3.0331,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3858704,0,3.00363219,101.2,3.732,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",15,Kepler
3749134,1,11.30123036,277.1,4.022,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3556220,0,0.796722833,107.1,2.4551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3660924,1,4.24153629,188.1,2.971,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
3939150,1,17.32419108,241.3,8.045,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8628758,1,14.37457572,335.8,4.7892,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8509361,0,6.0990118,227.5,3.6112,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8742590,1,49.4781446,496.6,2.493,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8822366,1,30.8639476,256.5,8.864,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4386059,0,2.90060781,124.8,2.563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",13,Kepler
4650674,1,4.51436096,230.7,3.0083,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4275721,1,3.77359871,176.0,2.7282,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
8874090,1,13.32389352,781.3,3.2208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11666881,1,4.919584997,425.7,4.1988,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9264949,1,11.41911886,509.2,5.135,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
9271752,1,11.36113254,569.5,4.1886,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9007866,0,1.3866358,70.1,4.77,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9150827,1,14.53410833,510.6,3.3094,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3839488,1,11.13127159,211.2,4.2372,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3542588,0,3.47143963,99.8,3.663,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3442055,1,29.6193891,314.7,4.9595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3440861,0,3.50376155,,3.16,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
12252424,1,8.925079516,977.5,2.6766,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8700771,1,8.0922105,65.3,5.7696,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10960993,0,3.117087797,12152.1,3.06941,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10599397,0,0.937406378,5079.6,1.9515,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10879208,0,0.668483615,2899.8,2.0909,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",13,Kepler
10843203,0,4.429633087,6120.1,3.0257,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4570931,0,1.544927524,138.5,1.0134,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
4136466,1,4.48758768,112.0,2.874,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7284688,0,0.323021692,47100.0,2.3442,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7199774,0,4.70818628,56545.0,3.278,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7037540,0,14.405857436,30430.6,5.48509,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
6866228,0,7.702374154,18377.0,3.8459,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9391208,1,16.56062577,700.8,2.611,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9391506,1,15.74958583,659.5,4.6672,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8950853,1,37.8145252,412.5,9.109,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
9006449,1,12.64504291,200.4,9.117,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4043190,1,6.40087137,133.6,2.5561,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
3640905,1,30.1599411,175.9,7.874,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
4060815,0,4.2856756,31.4,4.059,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6613006,0,7.388833611,13063.5,5.62857,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6606653,0,2.698021895,6721.2,23.192,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10790387,1,117.93110803,8506.6,5.8796,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10748393,0,4.887806806,4676.0,2.4078,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
10874226,0,11.973605044,3822.9,4.3117,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
10661771,0,1.231364189,1097.1,5.8574,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10924853,0,2.102416517,1502.5,1.7684,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10874926,0,11.703109303,4201.0,2.0467,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
6631721,0,13.73808249,660.7,3.354,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6847018,0,16.66216657,27442.0,3.8762,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7220322,0,0.752159702,3425.0,2.3621,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6956233,0,4.81886153,1318.6,6.223,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
7303287,1,125.86540191,12389.5,9.0191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
8916492,0,4.02378908,32.1,3.237,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11193447,0,0.312941621,35262.0,2.0646,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11517719,1,2.495780169,25070.0,4.2721,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11599264,0,8.428090255,11355.5,1.881,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
11100657,0,8.344104633,9695.0,1.8014,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",11,Kepler
6621116,0,137.75960504,83298.0,9.1713,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6629332,0,2.155278342,20739.0,2.1064,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6387450,0,3.661326482,17846.0,2.5714,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6432059,0,0.76973817,,2.5,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6470149,0,165.739861,7343.4,24.9393,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10549562,0,9.08937826,779.8,6.255,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",14,Kepler
10874614,1,3.234699282,10558.7,3.59385,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10666230,0,1.577800747,697.7,2.1626,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
10971674,0,2.380862632,32634.0,4.20416,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6891543,0,1.752567456,607.3,5.4993,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7211141,1,51.92920654,3425.8,5.2637,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
7376983,1,5.644914154,1397.9,2.2599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
5084942,1,3.105507835,904.6,1.7458,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11125936,0,1.336109338,2204.3,1.7419,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
11497958,1,5.841636615,1336.3,1.8734,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6462874,0,22.34293693,2691.1,7.0813,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",9,Kepler
6665223,0,119.40817159,18563.3,9.3537,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",17,Kepler
6545358,0,1.171536413,1132.7,1.5878,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",16,Kepler
